,HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
1496,1497,6,2,31,28,53,71,40,7,2,29,5,57,3,3,3,84,1,67,0,1,1,1,1,1
1497,1498,5,9,30,14,45,78,19,5,11,16,2,55,2,7,2,29,1,43,1,1,1,1,1,1
1498,1499,6,3,36,78,54,28,43,5,19,20,1,12,3,6,4,40,2,64,1,1,1,1,1,1
1499,1500,6,8,34,87,16,72,25,5,8,8,5,35,1,7,10,22,2,34,0,1,1,1,1,1
1500,1501,1,3,15,44,20,71,32,5,4,19,3,50,2,7,6,82,1,64,0,1,1,1,1,1
1501,1502,8,2,40,78,48,37,32,4,20,11,3,54,1,3,10,23,2,37,0,1,1,1,1,1
1502,1503,7,4,22,81,35,97,41,6,20,10,4,56,3,3,10,59,1,44,1,1,1,1,1,1
1503,1504,2,1,10,45,11,5,22,7,4,12,0,28,2,5,9,96,2,61,1,2,1,1,1,1
1504,1505,9,6,55,29,19,9,30,6,11,7,1,44,3,2,4,96,1,39,0,2,1,1,1,1
1505,1506,6,9,54,52,55,75,24,5,9,22,0,20,1,1,6,33,2,54,1,4,1,1,1,1
1506,1507,3,4,48,41,19,96,13,3,6,12,5,12,2,5,2,74,1,29,1,4,1,1,1,1
1507,1508,8,6,44,54,28,44,46,4,13,15,3,53,1,6,3,87,1,45,0,2,1,1,1,1
1508,1509,1,2,36,59,37,67,26,6,7,10,4,17,3,1,2,58,2,25,0,4,1,1,1,1
1509,1510,4,4,58,1,25,100,24,4,15,9,5,53,3,2,4,22,2,37,0,2,1,1,1,1
1510,1511,5,1,17,69,34,72,21,4,14,6,5,46,2,4,9,47,1,25,0,1,1,1,1,1
1511,1512,7,3,47,68,32,40,31,1,18,19,1,57,2,5,2,52,1,19,1,2,1,1,1,1
1512,1513,6,8,38,62,32,6,50,7,3,23,0,44,1,7,4,11,2,26,0,2,1,1,1,1
1513,1514,4,7,43,2,35,51,44,2,11,25,4,43,2,7,10,42,2,33,0,2,1,1,1,1
1514,1515,9,5,36,1,54,26,13,7,3,15,4,24,1,8,9,38,2,32,1,2,1,1,1,1
1515,1516,9,8,19,48,45,45,25,1,12,7,0,25,2,7,7,60,2,47,1,1,1,1,1,1
1516,1517,2,5,37,55,11,95,20,5,9,26,1,14,2,6,7,58,1,24,0,2,1,1,1,1
1517,1518,2,1,31,99,18,98,48,6,19,10,3,19,1,3,7,56,1,69,0,1,1,1,1,1
1518,1519,4,9,21,21,59,11,23,3,9,19,2,17,1,8,3,83,1,44,1,4,1,1,1,1
1519,1520,3,4,22,93,20,55,15,2,14,23,5,57,1,4,7,95,1,60,0,1,1,1,1,1
1520,1521,6,4,25,51,42,43,15,7,8,13,5,59,3,5,6,60,2,32,0,1,1,1,1,1
1521,1522,1,1,33,19,37,14,13,2,3,19,0,21,2,6,7,51,2,29,1,3,1,1,1,1
1522,1523,9,8,36,72,13,4,58,3,5,21,0,47,1,2,6,38,1,27,1,2,1,1,1,1
1523,1524,2,2,52,99,55,94,19,6,10,9,5,22,1,2,9,14,1,45,0,2,1,1,1,1
1524,1525,7,4,24,44,23,11,31,5,2,22,4,29,2,3,6,64,2,57,1,1,1,1,1,1
1525,1526,4,8,54,94,44,14,23,3,17,15,4,38,2,6,4,82,1,31,0,2,1,1,1,1
1526,1527,4,4,60,19,51,23,54,7,4,18,5,40,3,2,4,37,2,70,1,2,1,1,1,1
1527,1528,8,6,44,4,30,66,60,2,12,19,4,15,1,2,5,82,1,40,1,2,1,1,1,1
1528,1529,7,5,32,7,37,55,50,5,5,8,0,56,3,2,5,51,1,61,0,2,1,1,1,1
1529,1530,8,2,23,67,48,82,18,6,18,25,0,57,1,6,3,24,2,69,1,1,1,1,1,1
1530,1531,1,4,55,92,48,33,52,6,18,27,1,10,1,1,9,64,1,46,1,4,1,1,1,1
1531,1532,4,6,22,33,20,51,44,5,10,11,5,31,2,2,4,27,1,46,0,4,1,1,1,1
1532,1533,8,5,32,41,44,16,39,5,14,18,2,50,1,6,3,50,1,64,1,1,1,1,1,1
1533,1534,1,7,46,58,36,68,14,5,3,21,4,13,1,4,5,29,2,57,0,4,1,1,1,1
1534,1535,4,8,13,96,56,80,39,2,12,7,1,29,2,4,4,45,1,68,1,1,1,1,1,1
1535,1536,3,2,35,2,14,14,20,3,2,23,5,35,1,5,5,58,1,51,0,1,1,1,1,1
1536,1537,9,6,13,84,15,47,33,7,20,27,3,28,2,4,10,94,2,41,1,2,1,1,1,1
1537,1538,2,4,58,94,58,66,47,2,19,7,2,29,3,3,5,57,1,62,0,4,1,1,1,1
1538,1539,8,6,26,79,20,62,28,7,11,26,1,15,3,4,3,11,1,47,0,2,1,1,1,1
1539,1540,6,4,37,74,16,58,40,4,13,12,3,37,3,6,3,81,1,61,1,2,1,1,1,1
1540,1541,1,3,58,9,60,27,52,6,3,13,4,47,3,6,4,49,1,47,0,1,1,1,1,1
1541,1542,6,6,60,99,25,66,53,7,17,19,0,41,1,6,7,26,1,67,0,4,1,1,1,1
1542,1543,9,6,48,34,19,99,49,5,6,17,1,26,3,8,4,66,2,27,1,2,1,1,1,1
1543,1544,2,2,11,53,19,77,16,3,20,7,5,54,2,8,7,65,2,33,0,1,1,1,1,1
1544,1545,9,4,15,39,17,89,42,5,3,24,5,34,2,8,9,78,1,56,0,1,1,1,1,1
1545,1546,1,7,23,84,33,92,60,7,14,28,4,26,2,4,10,88,1,50,1,1,1,1,1,1
1546,1547,3,8,10,89,42,75,49,1,16,27,2,25,2,3,9,70,2,26,1,1,1,1,1,1
1547,1548,4,5,15,29,17,26,25,1,2,14,4,58,1,2,4,91,2,55,0,1,1,1,1,1
1548,1549,1,4,18,11,13,64,55,5,3,23,5,18,2,6,4,50,1,68,0,2,1,1,1,1
1549,1550,6,9,57,48,42,76,27,4,12,19,0,10,2,1,9,62,1,35,1,4,1,1,1,1
1550,1551,6,5,30,57,18,29,25,4,16,11,3,10,1,6,3,87,1,62,0,4,1,1,1,1
1551,1552,3,3,30,9,57,75,47,2,6,9,2,37,2,1,6,14,2,53,0,1,1,1,1,1
1552,1553,8,9,46,40,56,44,55,5,11,13,4,39,3,2,10,27,2,41,1,1,1,1,1,1
1553,1554,5,3,47,34,12,30,18,3,11,13,4,58,2,2,5,10,1,54,1,2,1,1,1,1
1554,1555,8,3,22,6,21,13,48,2,18,27,2,32,2,2,5,68,2,26,0,2,1,1,1,1
1555,1556,4,2,24,62,24,16,56,2,11,10,2,24,1,1,3,79,2,57,1,1,1,1,1,1
1556,1557,2,5,38,66,15,79,20,5,18,26,1,36,3,8,9,43,1,57,0,2,1,1,1,1
1557,1558,4,6,19,4,14,2,20,4,6,25,0,43,2,2,8,38,2,68,0,1,1,1,1,1
1558,1559,7,6,18,80,38,22,48,4,13,9,2,17,3,1,8,11,1,55,1,1,1,1,1,1
1559,1560,4,9,47,84,60,28,32,2,14,17,2,56,2,2,4,15,2,61,0,1,1,1,1,1
1560,1561,3,9,35,92,46,48,60,5,8,29,2,42,2,4,8,99,2,55,1,1,1,1,1,1
1561,1562,9,4,11,79,37,64,11,1,18,18,4,28,1,3,4,94,1,43,1,1,1,1,1,1
1562,1563,5,4,42,56,52,36,47,4,20,12,0,47,3,4,6,63,1,37,0,1,1,1,1,1
1563,1564,7,3,18,86,56,63,15,7,6,20,4,12,2,6,3,22,2,47,0,1,1,1,1,1
1564,1565,7,6,10,93,14,75,43,6,17,17,1,48,3,1,6,40,1,36,0,2,1,1,1,1
1565,1566,8,7,33,25,59,52,56,5,18,10,1,50,1,6,9,55,1,43,0,1,1,1,1,1
1566,1567,5,5,58,27,48,44,21,1,14,21,5,19,3,7,8,43,2,39,0,2,1,1,1,1
1567,1568,7,9,53,93,47,43,33,5,10,21,3,48,1,4,8,79,1,49,0,1,1,1,1,1
1568,1569,6,2,49,6,11,62,10,3,4,28,5,28,2,8,8,86,1,18,1,2,1,1,1,1
1569,1570,6,6,34,53,23,57,39,4,9,9,3,10,3,3,5,16,2,32,1,2,1,1,1,1
1570,1571,3,9,41,91,54,18,49,5,3,25,0,35,3,6,2,51,1,64,1,1,1,1,1,1
1571,1572,3,4,31,38,11,96,14,1,18,15,1,47,2,5,5,20,2,46,0,3,1,1,1,1
1572,1573,7,4,59,3,52,80,60,2,20,9,3,19,1,3,8,97,2,55,1,4,1,1,1,1
1573,1574,8,6,37,65,46,27,21,5,18,20,4,22,2,4,9,45,2,60,1,1,1,1,1,1
1574,1575,7,1,10,91,57,45,42,5,13,26,5,25,3,3,3,89,1,67,1,1,1,1,1,1
1575,1576,8,8,41,68,18,3,25,6,15,20,1,41,3,4,9,67,2,22,1,2,1,1,1,1
1576,1577,6,4,59,37,11,55,15,5,10,11,4,45,3,3,5,21,1,61,0,2,1,1,1,1
1577,1578,4,3,10,37,19,100,48,4,14,21,3,48,1,5,5,14,2,23,0,2,1,1,1,1
1578,1579,7,4,28,51,20,65,34,3,6,27,2,31,2,6,8,65,2,41,0,2,1,1,1,1
1579,1580,9,9,24,75,42,12,58,6,14,17,0,35,1,6,3,55,1,46,1,1,1,1,1,1
1580,1581,6,2,19,62,40,2,55,6,20,10,3,20,1,6,3,59,1,56,1,1,1,1,1,1
1581,1582,4,9,54,84,30,13,30,2,4,5,1,26,1,2,5,93,2,51,1,2,1,1,1,1
1582,1583,5,3,31,30,51,50,41,7,6,18,5,47,2,2,2,26,1,56,1,4,1,1,1,1
1583,1584,7,8,11,81,49,99,59,1,6,17,0,22,3,6,9,27,2,22,1,1,1,1,1,1
1584,1585,5,2,17,8,31,80,40,2,2,22,1,58,2,2,7,95,1,33,0,2,1,1,1,1
1585,1586,7,7,14,68,21,66,53,2,13,20,4,30,3,1,3,96,2,64,1,4,1,1,1,1
1586,1587,8,9,27,86,42,74,28,5,8,17,5,21,1,8,8,84,1,42,1,1,1,1,1,1
1587,1588,3,1,14,57,30,93,13,1,19,29,4,35,2,7,6,37,1,59,1,1,1,1,1,1
1588,1589,9,2,29,13,53,38,53,4,5,29,0,21,1,7,10,69,2,31,1,4,1,1,1,1
1589,1590,6,8,13,63,39,17,19,4,9,9,3,23,2,5,10,90,1,38,1,1,1,1,1,1
1590,1591,3,4,23,66,46,66,13,3,9,21,5,25,3,6,3,48,2,52,0,1,1,1,1,1
1591,1592,3,2,56,58,24,96,48,2,11,16,2,26,1,7,3,27,1,66,0,2,1,1,1,1
1592,1593,6,9,53,66,31,62,37,2,20,8,1,12,2,1,6,44,1,47,1,4,1,1,1,1
1593,1594,4,5,44,27,55,31,36,4,9,26,0,32,3,8,5,53,2,64,0,1,1,1,1,1
1594,1595,3,8,35,53,26,4,53,7,9,20,2,34,1,5,8,80,2,41,0,2,1,1,1,1
1595,1596,4,1,38,6,19,59,19,1,4,24,1,23,3,8,8,78,2,22,1,2,1,1,1,1
1596,1597,5,5,10,86,58,83,59,2,3,28,5,29,1,3,7,97,2,56,1,1,1,1,1,1
1597,1598,9,2,38,15,30,51,52,3,7,21,5,25,2,8,9,58,1,36,1,2,1,1,1,1
1598,1599,9,9,37,89,22,40,21,4,19,14,0,23,2,3,8,53,2,37,1,1,1,1,1,1
1599,1600,2,6,54,4,18,85,42,3,8,24,0,37,1,5,8,13,1,51,1,1,1,1,1,1
1600,1601,6,4,12,29,13,75,36,3,11,18,0,13,3,1,9,45,1,70,1,2,1,1,1,1
1601,1602,9,6,55,10,24,82,35,6,5,15,2,53,3,8,2,11,1,49,1,2,1,1,1,1
1602,1603,7,8,54,6,53,89,58,1,9,23,5,24,1,5,6,10,1,53,0,4,1,1,1,1
1603,1604,5,2,22,4,37,36,34,3,13,21,5,53,1,3,5,61,1,21,1,2,1,1,1,1
1604,1605,1,7,26,32,40,45,48,4,16,13,0,11,1,8,3,100,2,43,0,1,1,1,1,1
1605,1606,6,3,55,14,18,99,29,6,5,14,3,52,1,1,6,85,2,19,0,2,1,1,1,1
1606,1607,5,1,39,18,36,23,14,3,16,22,0,44,3,7,2,61,2,29,0,1,1,1,1,1
1607,1608,8,6,51,54,29,75,42,7,15,9,4,46,3,1,4,38,1,49,1,2,1,1,1,1
1608,1609,8,5,51,47,27,89,47,7,14,19,5,33,2,5,3,62,1,47,1,2,1,1,1,1
1609,1610,1,3,57,70,55,49,56,5,20,15,1,11,1,6,6,71,1,50,0,4,1,1,1,1
1610,1611,3,9,20,99,57,31,38,2,18,21,4,10,3,8,9,54,1,61,1,1,1,1,1,1
1611,1612,7,5,38,91,21,80,56,6,19,22,4,45,3,1,3,25,2,54,1,1,1,1,1,1
1612,1613,9,3,48,46,22,28,30,7,19,25,1,31,1,2,4,17,2,54,1,4,1,1,1,1
1613,1614,1,5,18,33,52,20,52,4,20,15,2,44,3,3,8,36,1,63,1,1,1,1,1,1
1614,1615,9,3,22,40,31,63,56,2,17,8,2,49,3,4,10,27,1,61,1,2,1,1,1,1
1615,1616,1,1,34,96,26,45,34,2,13,23,3,21,1,5,8,11,1,23,1,1,1,1,1,1
1616,1617,1,1,58,29,10,35,34,1,4,28,4,49,2,6,8,26,2,18,1,2,1,1,1,1
1617,1618,6,1,55,10,15,4,15,6,15,23,4,42,2,7,4,97,1,49,0,2,1,1,1,1
1618,1619,1,8,49,77,26,34,29,4,8,15,5,17,3,7,7,70,2,53,0,2,1,1,1,1
1619,1620,5,6,33,35,47,14,57,6,9,19,1,42,2,6,9,13,2,52,0,2,1,1,1,1
1620,1621,3,8,53,99,17,60,56,7,15,12,3,14,1,7,6,32,2,37,0,2,1,1,1,1
1621,1622,7,6,42,63,15,37,16,5,11,7,4,31,1,8,4,39,1,41,1,2,1,1,1,1
1622,1623,6,2,26,96,56,73,29,5,9,23,4,58,1,3,2,39,2,53,1,1,1,1,1,1
1623,1624,3,1,26,83,45,9,59,4,3,30,5,49,2,6,5,95,1,49,0,2,1,1,1,1
1624,1625,4,2,17,70,33,42,11,2,5,18,2,22,2,3,8,12,1,60,1,1,1,1,1,1
1625,1626,5,1,20,95,18,3,30,4,16,26,2,27,2,4,7,54,2,41,1,1,1,1,1,1
1626,1627,9,2,46,59,20,59,34,7,20,18,2,51,2,2,7,57,2,35,1,2,1,1,1,1
1627,1628,7,5,13,97,25,61,27,7,12,17,2,57,1,6,7,69,2,51,0,1,1,1,1,1
1628,1629,5,4,52,99,56,66,17,1,18,26,3,41,3,6,9,92,2,58,1,1,1,1,1,1
1629,1630,5,2,19,89,46,44,16,3,19,10,3,53,1,3,5,75,1,41,1,1,1,1,1,1
1630,1631,7,6,40,86,33,74,14,7,3,7,0,56,2,8,9,30,1,44,1,1,1,1,1,1
1631,1632,4,1,38,55,33,29,42,6,20,21,2,39,2,2,3,25,2,40,0,2,1,1,1,1
1632,1633,1,6,24,8,58,95,38,5,20,16,5,24,1,8,4,78,2,56,1,4,1,1,1,1
1633,1634,5,2,25,26,57,9,35,6,13,30,3,43,2,3,7,34,1,25,0,1,1,1,1,1
1634,1635,9,9,21,47,29,84,43,5,13,10,5,15,2,7,5,89,1,64,1,1,1,1,1,1
1635,1636,3,3,15,81,18,59,27,1,11,9,1,12,3,6,4,13,1,63,1,2,1,1,1,1
1636,1637,5,3,43,70,56,48,42,3,3,12,4,15,1,5,8,85,2,25,0,4,1,1,1,1
1637,1638,1,2,27,72,56,49,51,1,18,9,1,43,1,8,3,29,1,49,1,1,1,1,1,1
1638,1639,9,2,10,59,15,92,60,4,5,10,4,32,3,4,10,67,2,68,0,1,1,1,1,1
1639,1640,4,7,54,66,37,7,27,4,19,19,1,13,2,8,8,35,2,54,1,2,1,1,1,1
1640,1641,2,9,60,99,20,91,37,4,7,7,3,43,2,4,9,19,2,48,0,2,1,1,1,1
1641,1642,8,6,15,8,23,28,41,5,8,28,0,26,3,7,9,26,1,29,1,1,1,1,1,1
1642,1643,1,3,42,88,43,59,27,2,7,20,1,27,2,2,3,19,2,26,0,1,1,1,1,1
1643,1644,8,6,54,95,42,28,19,5,6,30,1,34,3,3,3,19,1,32,0,2,1,1,1,1
1644,1645,8,7,22,31,54,27,30,3,6,10,3,28,1,1,8,89,1,27,0,1,1,1,1,1
1645,1646,5,3,13,50,30,2,43,3,12,7,4,21,1,3,10,28,2,51,1,4,1,1,1,1
1646,1647,1,8,43,34,29,86,17,6,2,6,4,47,2,5,3,13,1,34,0,1,1,1,1,1
1647,1648,9,7,37,86,60,94,13,4,15,30,5,20,3,4,9,81,1,46,0,4,1,1,1,1
1648,1649,1,6,38,90,56,92,26,2,20,28,4,31,2,4,5,15,1,31,0,1,1,1,1,1
1649,1650,2,5,32,42,54,92,10,1,5,9,1,54,1,3,9,23,2,20,0,3,1,1,1,1
1650,1651,2,8,24,21,25,53,41,6,19,13,4,59,1,4,6,25,1,59,0,2,1,1,1,1
1651,1652,2,4,34,48,58,49,16,7,14,29,3,49,3,2,4,87,2,56,0,1,1,1,1,1
1652,1653,8,8,17,71,48,46,26,6,8,29,1,53,1,2,3,36,2,42,1,1,1,1,1,1
1653,1654,3,8,41,76,23,19,31,2,6,13,4,25,3,4,7,77,1,63,1,2,1,1,1,1
1654,1655,2,3,49,91,42,81,14,2,6,26,3,33,3,3,9,12,2,52,0,2,1,1,1,1
1655,1656,3,3,39,69,60,1,52,3,5,22,3,17,1,3,7,42,2,42,1,4,1,1,1,1
1656,1657,6,8,47,95,51,77,44,3,20,22,2,15,2,2,3,13,1,58,0,4,1,1,1,1
1657,1658,4,5,47,81,22,73,34,1,17,8,5,49,3,2,8,28,1,44,1,1,1,1,1,1
1658,1659,3,4,36,52,43,6,36,7,6,21,2,15,2,8,5,51,2,58,0,1,1,1,1,1
1659,1660,7,9,43,70,53,62,35,1,2,30,4,16,3,4,6,41,2,58,0,2,1,1,1,1
1660,1661,7,4,39,59,57,66,39,4,19,6,0,47,1,8,5,54,1,66,0,1,1,1,1,1
1661,1662,5,4,17,36,33,82,52,6,18,28,5,52,2,8,4,71,1,65,0,1,1,1,1,1
1662,1663,4,9,38,89,11,17,59,7,15,26,5,41,2,6,9,61,1,34,0,2,1,1,1,1
1663,1664,6,4,14,15,47,96,32,2,7,7,1,57,2,7,8,82,1,37,1,1,1,1,1,1
1664,1665,2,1,19,66,16,40,59,4,16,13,3,31,3,3,8,44,1,26,1,1,1,1,1,1
1665,1666,2,5,21,82,46,63,22,3,2,6,4,20,2,8,8,94,2,36,1,1,1,1,1,1
1666,1667,5,4,38,39,38,19,38,2,9,12,1,36,2,8,3,78,2,31,0,1,1,1,1,1
1667,1668,4,5,42,94,33,9,59,5,12,25,1,21,3,6,8,72,1,46,0,1,1,1,1,1
1668,1669,9,4,34,47,55,88,49,3,6,21,2,34,3,7,8,23,1,64,1,1,1,1,1,1
1669,1670,3,8,17,46,41,19,50,7,9,9,3,45,2,3,10,58,2,49,1,1,1,1,1,1
1670,1671,6,2,59,17,20,97,13,1,17,14,5,22,2,8,5,55,2,43,0,3,1,1,1,1
1671,1672,5,9,31,94,17,89,45,2,2,30,1,56,1,6,8,31,2,50,1,2,1,1,1,1
1672,1673,7,7,15,25,23,22,59,4,17,24,3,47,3,2,7,25,2,61,0,1,1,1,1,1
1673,1674,3,2,43,41,57,38,51,5,13,15,3,39,3,5,3,36,1,49,0,1,1,1,1,1
1674,1675,8,4,56,44,22,69,35,7,18,13,2,24,1,1,2,62,1,69,1,4,1,1,1,1
1675,1676,2,4,49,28,47,67,12,2,14,23,4,17,2,6,3,33,2,66,0,4,1,1,1,1
1676,1677,6,6,10,72,58,19,59,7,11,24,3,45,1,5,3,21,1,28,0,1,1,1,1,1
1677,1678,3,2,12,49,39,19,31,1,7,28,4,42,3,6,2,84,2,38,1,1,1,1,1,1
1678,1679,9,3,46,75,36,96,20,5,15,13,2,45,1,4,10,100,1,43,0,1,1,1,1,1
1679,1680,3,6,23,52,36,23,25,3,13,11,5,34,3,3,6,46,2,33,1,2,1,1,1,1
1680,1681,4,9,26,33,16,4,33,6,2,12,0,15,1,4,9,93,2,20,0,1,1,1,1,1
1681,1682,9,3,60,10,25,13,38,6,12,5,1,10,1,8,6,23,2,24,0,4,1,1,1,1
1682,1683,1,1,16,85,45,93,36,4,11,29,2,29,2,4,10,71,2,45,1,1,1,1,1,1
1683,1684,5,2,25,59,41,4,26,1,10,8,4,40,2,8,4,28,2,37,0,1,1,1,1,1
1684,1685,5,6,40,25,14,49,48,4,17,19,0,23,1,5,5,24,2,41,1,2,1,1,1,1
1685,1686,4,2,44,19,30,16,58,6,6,25,2,22,2,8,7,68,1,62,1,4,1,1,1,1
1686,1687,3,1,37,72,54,58,58,5,18,6,4,32,3,1,6,83,1,69,0,1,1,1,1,1
1687,1688,2,8,16,57,53,19,21,5,6,30,4,11,1,2,5,23,2,26,1,1,1,1,1,1
1688,1689,4,9,39,64,60,55,27,1,19,30,4,10,3,6,4,41,2,43,1,1,1,1,1,1
1689,1690,5,1,57,4,34,26,13,2,15,19,1,20,2,7,9,99,1,31,1,2,1,1,1,1
1690,1691,9,8,33,21,25,14,20,4,16,27,3,42,2,3,7,37,1,39,0,4,1,1,1,1
1691,1692,7,6,20,11,60,98,21,7,3,27,4,27,2,8,10,75,2,38,1,1,1,1,1,1
1692,1693,1,1,25,2,34,6,50,4,13,25,0,28,2,6,9,38,1,33,1,1,1,1,1,1
1693,1694,6,2,35,93,43,68,45,2,20,13,3,46,3,3,9,28,1,39,1,4,1,1,1,1
1694,1695,7,9,38,73,50,93,45,4,18,19,5,33,2,5,3,28,1,27,1,2,1,1,1,1
1695,1696,3,1,58,8,59,37,29,4,5,12,2,52,3,4,5,58,2,38,1,1,1,1,1,1
1696,1697,8,8,24,46,53,47,47,5,8,6,1,58,3,4,4,39,2,52,0,2,1,1,1,1
1697,1698,4,5,37,82,14,28,33,4,7,6,1,12,1,2,10,76,1,42,1,4,1,1,1,1
1698,1699,4,2,39,53,27,35,26,3,14,8,4,14,1,5,10,51,2,25,1,2,1,1,1,1
1699,1700,1,1,11,95,57,71,10,2,13,24,4,32,2,1,4,35,2,55,0,1,1,1,1,1
1700,1701,8,5,21,64,42,58,53,1,18,24,3,59,2,8,5,20,1,57,1,2,1,1,1,1
1701,1702,9,1,21,70,52,94,29,5,16,27,4,42,2,3,9,89,2,22,1,1,1,1,1,1
1702,1703,6,4,40,31,18,65,17,5,8,5,2,33,3,2,2,92,2,54,1,4,1,1,1,1
1703,1704,2,6,56,98,54,99,27,6,10,14,2,39,2,3,8,60,2,52,0,1,1,1,1,1
1704,1705,5,2,41,62,26,71,11,7,13,10,0,23,2,5,6,62,2,20,0,2,1,1,1,1
1705,1706,9,9,19,83,38,12,15,5,16,23,3,50,1,3,3,34,2,69,0,1,1,1,1,1
1706,1707,7,6,52,77,12,24,41,1,14,14,5,50,3,1,5,36,2,20,0,2,1,1,1,1
1707,1708,6,4,18,42,59,13,58,6,12,25,5,19,3,7,6,16,1,61,0,1,1,1,1,1
1708,1709,5,2,33,51,35,4,15,3,11,11,1,48,3,4,7,79,2,65,1,3,1,1,1,1
1709,1710,8,2,49,66,21,52,10,3,12,17,0,17,2,5,10,17,2,53,0,4,1,1,1,1
1710,1711,3,9,50,19,16,66,59,7,2,13,5,20,2,5,6,86,1,19,0,2,1,1,1,1
1711,1712,2,4,51,66,53,66,20,4,17,14,5,56,3,2,8,76,2,37,0,1,1,1,1,1
1712,1713,4,6,41,86,60,85,46,1,18,17,4,59,2,4,9,89,2,49,1,1,1,1,1,1
1713,1714,2,6,39,78,28,32,35,7,15,13,0,60,3,2,3,75,1,45,1,2,1,1,1,1
1714,1715,3,8,20,53,20,60,31,3,13,9,4,49,2,4,7,38,1,39,1,2,1,1,1,1
1715,1716,3,6,24,47,23,17,20,2,16,9,2,53,3,8,3,12,1,27,1,2,1,1,1,1
1716,1717,6,7,13,50,44,67,37,7,9,25,5,50,2,7,5,65,1,50,0,1,1,1,1,1
1717,1718,5,5,40,76,29,83,10,1,15,17,5,60,1,5,3,68,2,68,1,1,1,1,1,1
1718,1719,3,4,33,17,36,13,50,7,10,16,2,23,2,4,10,75,1,23,0,4,1,1,1,1
1719,1720,8,4,38,71,42,70,28,6,3,17,3,52,3,2,5,11,2,68,1,2,1,1,1,1
1720,1721,5,6,35,31,60,16,38,2,16,23,4,13,1,3,6,53,2,51,1,4,1,1,1,1
1721,1722,1,7,10,16,52,39,29,7,20,6,0,55,1,4,10,45,1,59,0,1,1,1,1,1
1722,1723,5,1,31,9,32,90,12,6,14,20,2,57,1,2,8,70,2,69,1,2,1,1,1,1
1723,1724,4,9,54,71,19,16,12,1,17,25,5,45,2,5,4,42,1,24,1,2,1,1,1,1
1724,1725,9,6,57,30,57,17,12,3,8,26,0,32,3,5,7,58,2,20,0,1,1,1,1,1
1725,1726,5,9,42,87,53,17,36,2,16,12,5,17,2,7,4,26,1,68,1,3,1,1,1,1
1726,1727,5,7,11,91,18,90,18,6,9,19,1,54,3,5,5,33,1,23,0,2,1,1,1,1
1727,1728,3,6,10,95,26,24,17,6,20,5,4,36,2,8,3,39,1,41,1,1,1,1,1,1
1728,1729,5,6,57,55,35,61,60,6,7,25,3,42,2,1,6,13,1,33,0,4,1,1,1,1
1729,1730,6,8,52,63,45,55,31,4,14,5,0,56,2,2,4,13,2,47,0,4,1,1,1,1
1730,1731,7,2,49,100,55,97,59,5,10,14,1,27,1,3,9,98,1,20,1,2,1,1,1,1
1731,1732,3,7,49,29,10,56,19,3,6,8,4,46,1,4,8,100,1,54,1,1,1,1,1,1
1732,1733,9,3,44,19,34,28,46,6,14,24,5,42,3,4,9,53,1,42,1,1,1,1,1,1
1733,1734,3,3,44,38,34,93,58,7,19,19,3,25,1,7,4,35,2,55,1,1,1,1,1,1
1734,1735,4,7,48,21,25,30,46,1,17,10,4,23,2,6,9,78,2,30,1,2,1,1,1,1
1735,1736,1,9,52,87,47,100,48,5,14,28,2,26,2,3,6,79,2,64,0,2,1,1,1,1
1736,1737,4,4,60,38,40,98,56,1,15,20,2,24,2,1,6,17,1,47,0,2,1,1,1,1
1737,1738,7,7,28,35,15,79,38,6,12,18,5,18,1,5,9,52,1,20,1,2,1,1,1,1
1738,1739,1,2,50,34,33,73,51,3,19,6,4,57,1,8,10,61,1,20,1,2,1,1,1,1
1739,1740,2,6,10,38,44,1,28,7,6,11,5,10,3,6,2,54,2,43,1,1,1,1,1,1
1740,1741,7,8,34,56,37,97,21,1,10,17,1,53,3,1,9,18,1,43,1,3,1,1,1,1
1741,1742,6,6,31,28,16,91,26,7,7,16,3,34,1,2,5,64,2,32,0,2,1,1,1,1
1742,1743,2,5,54,13,22,69,59,6,17,11,2,42,1,3,2,20,1,49,1,2,1,1,1,1
1743,1744,1,5,17,11,59,83,47,4,4,19,4,13,2,1,9,75,2,49,0,4,1,1,1,1
1744,1745,9,3,29,93,28,50,45,1,16,9,0,53,1,7,8,37,1,30,0,2,1,1,1,1
1745,1746,7,7,26,55,14,83,20,4,10,5,5,48,2,7,8,11,2,52,0,2,1,1,1,1
1746,1747,3,9,13,13,20,20,45,5,16,19,5,18,3,8,6,35,2,29,0,1,1,1,1,1
1747,1748,9,6,42,41,21,26,26,1,18,8,1,49,3,1,9,19,2,39,0,1,1,1,1,1
1748,1749,6,3,26,42,37,73,53,4,10,27,1,60,1,3,2,97,1,52,1,1,1,1,1,1
1749,1750,9,4,52,22,40,82,10,4,8,8,1,58,3,7,3,37,1,26,1,1,1,1,1,1
1750,1751,7,3,24,82,34,30,12,5,17,13,5,16,1,5,2,17,1,38,1,1,1,1,1,1
